Time,SatTemp:,SatHumidity:,SatPressure:,SatAccel:,SatGpsNr:,SatLat:,SatLon:,SatGPSAlt:,PacketRssi:,BaseTemp:,BaseHumidity:,BasePressure:,TrackAltAngle:,TrackAziAngle,BaseGpsNr:,BaseLat:,BaseLon:,BaseGPSAlt:
38818,27.6,38.2,973.192,9.65,12.0,48.39907,13.45271,338.5,-119.0,26.6,30.6,974.308,-135.0,0.0,12.0,48.40155,13.44929,335.3
38818,27.6,38.2,973.154,9.685,12.0,48.39907,13.45272,338.5,-118.0,26.6,30.7,974.303,-135.0,0.0,12.0,48.40155,13.44929,335.2
38819,27.6,38.2,973.121,9.61,12.0,48.39907,13.45272,338.5,-120.0,26.6,30.8,974.264,-135.0,0.0,12.0,48.40155,13.44929,335.2
38819,27.6,38.2,973.183,9.59,12.0,48.39907,13.45272,338.3,-121.0,26.6,30.7,974.254,-135.0,0.0,12.0,48.40155,13.44929,335.3
38820,27.6,38.2,973.186,9.643,12.0,48.39907,13.45272,338.3,-121.0,26.6,30.6,974.236,-135.0,0.0,12.0,48.40155,13.44929,335.3
38820,27.6,38.2,973.159,9.59,12.0,48.39907,13.45272,338.3,-122.0,26.6,30.6,974.275,-135.0,0.0,12.0,48.40155,13.44928,335.3
38820,27.6,38.2,973.182,9.639,12.0,48.39907,13.45271,337.6,-122.0,26.6,30.6,974.281,-135.0,0.0,12.0,48.40155,13.44928,335.2
38821,27.6,38.2,973.166,9.624,12.0,48.39907,13.45271,337.6,-116.0,26.6,30.7,974.265,-135.0,0.0,12.0,48.40155,13.44928,335.2
38821,27.6,38.2,973.187,9.635,12.0,48.39907,13.45271,337.6,-109.0,26.6,30.7,974.28,-135.0,0.0,12.0,48.40155,13.44928,335.2
38821,27.6,38.2,973.196,9.624,12.0,48.39907,13.45271,337.7,-122.0,26.7,30.9,974.275,-135.0,0.0,12.0,48.40155,13.44928,335.0
38822,27.6,38.2,973.206,9.643,12.0,48.39907,13.45271,337.7,-112.0,26.7,31.0,974.277,-135.0,0.0,12.0,48.40155,13.44928,335.0
38822,27.6,38.2,973.173,9.586,12.0,48.39907,13.45271,337.7,-116.0,26.7,31.1,974.292,-135.0,0.0,12.0,48.40155,13.44928,335.0
38822,27.6,38.2,973.183,9.643,12.0,48.39907,13.45271,337.7,-119.0,26.7,31.2,974.302,-135.0,0.0,12.0,48.40155,13.44928,335.2
38823,27.6,38.2,973.211,9.674,12.0,48.39907,13.45271,337.7,-120.0,26.7,31.3,974.335,-135.0,0.0,12.0,48.40155,13.44928,335.2
38823,27.6,38.2,973.193,9.628,12.0,48.39907,13.45271,337.7,-113.0,26.7,31.3,974.289,-135.0,0.0,12.0,48.40155,13.44928,335.2
38823,27.6,38.2,973.227,9.589,12.0,48.39907,13.45272,337.7,-121.0,26.7,31.2,974.323,-135.0,0.0,12.0,48.40155,13.44928,335.4
38824,27.6,38.2,973.191,9.628,12.0,48.39907,13.45272,337.7,-122.0,26.7,31.2,974.328,-135.0,0.0,12.0,48.40155,13.44928,335.4
38824,27.6,38.2,973.199,9.635,12.0,48.39907,13.45272,337.7,-120.0,26.7,31.2,974.291,-135.0,0.0,12.0,48.40155,13.44928,335.4
38824,27.6,38.2,973.205,9.631,12.0,48.39907,13.45272,337.8,-120.0,26.6,31.3,974.318,-135.0,0.0,12.0,48.40155,13.44928,335.6
38825,27.6,38.2,973.213,9.639,12.0,48.39907,13.45272,337.8,-120.0,26.6,31.3,974.314,-135.0,0.0,12.0,48.40155,13.44928,335.6
38825,27.6,38.2,NaN,0.012,4839907.0,NaN,-0.0011,26.6,315.0,97425.5,-135.0,0.0,1.2,4840154.0,1344928.0,0.03356,13.44928,335.6
38825,27.6,38.2,973.233,9.628,12.0,48.39907,13.45272,338.0,-121.0,26.6,31.5,974.237,-135.0,0.0,12.0,48.40154,13.44928,335.8
38826,27.6,38.2,973.168,9.618,12.0,48.39907,13.45272,338.0,-121.0,26.7,31.6,974.245,-135.0,0.0,12.0,48.40154,13.44928,335.8
38826,27.6,38.2,973.185,9.636,12.0,48.39907,13.45272,338.0,-121.0,26.7,31.7,974.242,-135.0,0.0,12.0,48.40154,13.44928,335.8
38826,27.6,38.2,973.203,9.583,12.0,48.39907,13.45271,338.0,-120.0,26.7,31.8,974.274,-135.0,0.0,12.0,48.40154,13.44928,335.6
38827,27.6,38.2,973.21,9.659,12.0,48.39907,13.45271,338.0,-120.0,26.7,31.9,974.279,-135.0,0.0,12.0,48.40154,13.44928,335.6
38827,27.6,38.2,973.239,9.647,12.0,48.39907,13.45271,338.1,-117.0,26.7,31.9,974.292,-135.0,0.0,12.0,48.40154,13.44928,335.8
38828,27.6,38.2,973.227,9.614,12.0,48.39907,13.45271,338.1,-117.0,26.7,31.9,974.316,-135.0,0.0,12.0,48.40154,13.44928,335.8
38828,27.6,38.2,973.193,9.658,12.0,48.39907,13.45271,338.1,-117.0,26.6,31.8,974.258,-135.0,0.0,12.0,48.40154,13.44928,335.8
38828,27.6,38.2,973.237,9.628,12.0,48.39907,13.45271,338.1,-119.0,26.6,31.9,974.266,-135.0,0.0,12.0,48.40154,13.44928,336.3
38829,27.6,38.2,973.235,9.666,12.0,48.39907,13.45271,338.1,-119.0,26.6,32.2,974.272,-135.0,0.0,12.0,48.40154,13.44928,336.3
38829,27.6,38.2,973.249,9.572,12.0,48.39907,13.45271,338.1,-119.0,26.7,32.3,974.273,-135.0,0.0,12.0,48.40154,13.44928,336.3
38829,27.6,38.2,973.238,9.616,12.0,48.39907,13.45271,338.3,-112.0,26.6,32.5,974.28,-135.0,0.0,12.0,48.40154,13.44928,336.7
38830,27.6,38.2,973.217,9.652,12.0,48.39907,13.45271,338.3,-120.0,26.7,32.4,974.268,-135.0,0.0,12.0,48.40154,13.44928,336.7
38830,NaN,NaN,NaN,NaN,-109.0,0.00267,0.00323,97429.0,-1350.0,0.0,1.2,4840.154,134492.8,3371.0,12.0,48.40154,13.44928,336.7
38831,27.6,38.2,973.222,9.597,12.0,48.39907,13.45271,338.4,-119.0,26.7,32.3,974.282,-135.0,0.0,12.0,48.40154,13.44928,337.1
38831,27.6,38.2,973.211,9.6,12.0,48.39907,13.45271,338.4,-119.0,26.7,32.4,974.292,-135.0,0.0,12.0,48.40154,13.44928,337.1
38831,27.6,38.2,973.2,9.689,12.0,48.39907,13.45272,338.4,-119.0,26.7,32.5,974.28,-135.0,0.0,12.0,48.40154,13.44928,337.2
38832,27.6,38.2,973.232,9.589,12.0,48.39907,13.45272,338.4,-118.0,26.7,32.6,974.253,-135.0,0.0,12.0,48.40154,13.44928,337.2
38832,27.6,38.2,973.208,9.666,12.0,48.39907,13.45272,338.4,-120.0,26.7,32.7,974.269,-135.0,0.0,12.0,48.40154,13.44928,337.2
38832,27.6,38.2,973.233,9.628,12.0,48.39907,13.45272,338.5,-120.0,26.7,32.7,974.253,-135.0,0.0,12.0,48.40154,13.44928,337.3
38833,27.6,38.2,973.213,9.628,12.0,48.39907,13.45272,338.7,-119.0,26.8,32.8,974.264,-135.0,0.0,12.0,48.40154,13.44929,337.8
38834,NaN,NaN,9.631,0.012,4839907.0,13.45272,0.03387,-11.2,268.0,32.7,97427.6,-1.35,0.0,12.0,4840154.0,13.44929,0.03378,337.8
38834,27.6,38.2,973.22,9.631,12.0,48.39907,13.45272,338.7,-118.0,26.8,32.7,974.305,-135.0,0.0,12.0,48.40154,13.44929,337.8
38834,27.6,38.2,973.204,9.647,12.0,48.39907,13.45272,338.5,-119.0,26.8,32.6,974.269,-135.0,0.0,12.0,48.40154,13.44929,338.3
38835,27.6,38.2,973.22,9.62,12.0,48.39907,13.45272,338.5,-119.0,26.7,32.7,974.326,-135.0,0.0,12.0,48.40154,13.44929,338.3
38835,27.6,38.2,973.222,9.643,12.0,48.39907,13.45272,338.5,-119.0,26.7,32.8,974.332,-135.0,0.0,12.0,48.40154,13.44929,338.3
38835,27.6,38.2,973.244,9.631,12.0,48.39907,13.45272,338.5,-120.0,26.8,32.8,974.364,-135.0,0.0,12.0,48.40154,13.44929,338.3
38836,27.6,38.2,973.228,9.647,12.0,48.39907,13.45272,NaN,-113.0,26.8,32.9,974.279,-135.0,0.0,12.0,48.40154,13.44929,338.3
38836,27.6,38.2,973.219,9.597,12.0,48.39907,13.45272,338.5,-121.0,26.8,32.9,974.329,-135.0,0.0,12.0,48.40154,13.44928,338.3
38836,27.6,38.2,973.2,9.635,12.0,48.39907,13.45272,338.5,-120.0,26.8,32.9,974.39,-135.0,0.0,12.0,48.40154,13.44928,338.2
38837,27.6,38.2,973.178,9.659,12.0,48.39907,13.45272,338.5,-119.0,26.7,33.0,974.351,-135.0,0.0,12.0,48.40154,13.44928,338.2
38837,27.7,38.2,973.236,9.662,12.0,48.39908,13.45272,338.6,-119.0,26.7,32.7,974.359,-135.0,0.0,12.0,48.40154,13.44929,338.3
38838,27.6,38.2,973.222,9.643,12.0,48.39908,13.45272,338.6,-117.0,26.7,32.5,974.295,-135.0,0.0,12.0,48.40154,13.44929,338.3
38838,27.7,38.2,973.214,9.662,12.0,48.39908,13.45272,338.6,-118.0,26.6,32.4,974.317,-135.0,0.0,12.0,48.40154,13.44929,338.3
38838,27.7,38.2,973.221,9.639,12.0,48.39908,13.45272,338.6,-118.0,26.6,32.3,974.303,-135.0,0.0,12.0,48.40154,13.44929,338.4
38839,27.7,38.2,973.242,9.67,12.0,48.39908,13.45272,338.6,-119.0,26.6,32.3,974.389,-135.0,0.0,12.0,48.40154,13.44929,338.4
38839,27.7,38.2,973.249,9.631,12.0,48.39908,13.45272,338.6,-119.0,26.6,32.3,974.355,-135.0,0.0,12.0,48.40154,13.44929,338.4
38839,27.7,38.2,973.27,9.604,12.0,48.39908,13.45272,338.7,-119.0,26.6,32.5,974.354,-135.0,0.0,12.0,48.40154,13.44929,338.2
38840,27.7,38.2,973.233,9.643,12.0,48.39908,13.45272,338.7,-116.0,26.5,32.5,974.393,-135.0,0.0,12.0,48.40154,13.44929,338.2
38840,27.7,38.2,973.25,9.635,12.0,48.39908,13.45272,339.0,-119.0,26.4,32.2,974.389,-135.0,0.0,12.0,48.40154,13.44929,338.5
38841,27.7,38.2,973.255,9.659,12.0,48.39908,13.45272,339.0,-116.0,26.3,32.2,974.331,-135.0,0.0,12.0,48.40154,13.44929,338.5
38841,27.7,38.2,973.247,9.666,12.0,48.39908,13.45272,339.0,-117.0,26.3,32.1,974.37,-135.0,0.0,12.0,48.40154,13.44929,338.5
38841,27.7,38.2,973.27,9.666,12.0,48.39908,13.45272,339.3,-115.0,26.3,32.1,974.395,-135.0,0.0,12.0,48.40154,13.44929,338.9
38842,27.7,38.2,973.222,9.639,12.0,48.39908,13.45272,339.3,-118.0,26.3,32.0,974.396,-135.0,0.0,12.0,48.40154,13.44929,338.9
38842,27.7,38.2,973.242,9.586,12.0,48.39908,13.45272,339.3,-118.0,26.2,31.8,974.388,-135.0,0.0,12.0,48.40154,13.44929,338.9
38842,27.7,38.2,973.245,9.693,12.0,48.39908,13.45272,339.3,-117.0,26.1,31.6,974.35,-135.0,0.0,12.0,48.40153,13.44929,339.0
38843,27.7,38.2,973.253,9.628,12.0,48.39908,13.45272,339.3,-118.0,26.1,31.5,974.312,-135.0,0.0,12.0,48.40153,13.44929,339.0
38843,27.7,38.2,973.272,9.593,12.0,48.39908,13.45272,339.3,-117.0,26.0,31.3,974.335,-135.0,0.0,12.0,48.40153,13.44929,339.0
38843,27.7,38.2,973.245,9.624,12.0,48.39908,13.45272,339.5,-117.0,26.0,31.2,974.364,-135.0,0.0,12.0,48.40153,13.44929,339.3
38844,27.7,38.2,973.282,9.631,12.0,48.39908,13.45272,339.5,-116.0,26.0,31.1,974.301,-135.0,0.0,12.0,48.40153,13.44929,339.3
38844,27.7,38.2,973.253,9.666,12.0,48.39908,13.45272,339.5,-108.0,25.9,31.1,974.33,-135.0,0.0,12.0,48.40153,13.44929,339.3
38844,27.7,38.2,973.247,9.646,12.0,48.39908,13.45272,339.6,-116.0,25.9,31.2,974.34,-135.0,0.0,12.0,48.40153,13.44929,339.6
38845,27.7,38.2,NaN,9.639,12.0,48.39908,13.45272,339.6,-117.0,25.9,31.3,974.275,-135.0,0.0,12.0,48.40153,13.44929,339.6
38845,27.7,38.1,973.214,9.689,12.0,48.39908,13.45272,339.6,-117.0,25.9,31.4,974.325,-135.0,0.0,12.0,48.40153,13.44929,339.6
38845,27.7,38.1,973.22,9.646,12.0,48.39908,13.45272,339.5,-117.0,25.9,31.5,974.205,-135.0,0.0,12.0,48.40153,13.44929,340.0
38846,27.7,38.1,973.24,9.624,12.0,48.39908,13.45272,339.5,-117.0,26.0,31.5,974.179,-135.0,0.0,12.0,48.40153,13.44929,340.0
38846,27.7,38.1,973.247,9.628,12.0,48.39908,13.45272,339.5,-118.0,26.0,31.5,974.223,-135.0,0.0,12.0,48.40153,13.44929,340.0
38846,27.7,38.1,973.222,9.624,12.0,48.39908,13.45272,339.6,-116.0,26.0,31.5,974.197,-135.0,0.0,12.0,48.40153,13.44929,340.2
38847,27.7,38.1,973.241,9.6,12.0,48.39908,13.45272,339.6,-116.0,26.0,31.5,974.325,-135.0,0.0,12.0,48.40153,13.44929,340.2
38847,27.7,38.1,973.204,9.586,12.0,48.39908,13.45272,339.6,-117.0,26.0,31.4,974.259,-135.0,0.0,12.0,48.40153,13.44929,340.2
38847,27.7,38.1,973.222,9.643,12.0,48.39908,13.45272,339.6,-117.0,26.0,31.5,974.239,-135.0,0.0,12.0,48.40153,13.44929,340.4
38848,27.7,38.2,973.199,9.639,12.0,48.39908,13.45272,339.6,-119.0,26.0,31.4,974.197,-135.0,0.0,12.0,48.40153,13.44929,340.4
38848,27.7,38.1,973.221,9.624,12.0,48.39908,13.45271,338.8,-118.0,26.0,31.4,974.132,-135.0,0.0,12.0,48.40153,13.44929,340.4
38849,27.7,38.1,973.23,9.621,12.0,48.39908,13.45271,338.8,-114.0,26.0,31.4,974.189,-135.0,0.0,12.0,48.40153,13.44929,340.4
38849,27.7,38.1,973.225,9.547,12.0,48.39908,13.45271,338.8,-114.0,26.0,31.5,974.184,-135.0,0.0,12.0,48.40153,13.44929,340.4
38849,27.7,38.1,973.212,9.62,12.0,48.39908,13.45272,338.7,-117.0,26.0,31.6,974.231,-135.0,0.0,12.0,48.40153,13.44929,340.7
38850,27.7,38.1,973.237,NaN,12.0,48.39908,13.45272,338.7,-107.0,26.0,31.8,974.267,-135.0,0.0,12.0,48.40153,13.44929,340.7
38850,27.7,38.1,973.261,9.671,12.0,48.39908,13.45272,338.7,-118.0,26.0,32.0,974.316,-135.0,0.0,12.0,48.40153,13.44929,340.7
38850,27.7,38.1,973.25,9.628,12.0,48.39908,13.45272,338.5,-118.0,26.0,32.3,974.137,-135.0,0.0,12.0,48.40153,13.44929,340.7
38851,27.7,38.1,973.21,9.67,12.0,48.39908,13.45272,338.5,-119.0,26.0,32.4,974.119,-135.0,0.0,12.0,48.40153,13.44929,340.7
38851,27.7,38.1,973.219,9.621,12.0,48.39908,13.45272,338.5,-117.0,26.0,32.6,974.214,-135.0,0.0,12.0,48.40153,13.44929,340.7
38851,27.7,38.1,973.194,9.62,12.0,48.39908,13.45272,338.7,-118.0,26.1,32.6,974.188,-135.0,0.0,12.0,48.40153,13.44929,341.0
38852,27.7,38.1,973.228,9.631,12.0,48.39908,13.45272,338.7,-112.0,26.1,32.6,974.24,-135.0,0.0,12.0,48.40153,13.44929,341.0
38852,27.7,38.1,973.218,9.624,12.0,48.39908,13.45272,338.7,-111.0,26.1,32.6,974.296,-135.0,0.0,12.0,48.40153,13.44929,341.0
38852,27.7,38.1,973.163,9.643,12.0,48.39908,13.45272,338.9,-117.0,26.1,32.6,974.345,-135.0,0.0,12.0,48.40153,13.44929,341.3
38853,27.7,38.1,973.228,9.621,12.0,48.39908,13.45272,338.9,-117.0,26.1,32.5,974.332,-135.0,0.0,12.0,48.40153,13.44929,341.3
38853,27.7,38.1,973.216,9.632,12.0,48.39908,13.45272,338.9,-117.0,26.1,32.5,974.332,-135.0,0.0,12.0,48.40153,13.44929,341.3
38853,27.7,38.1,973.232,9.61,12.0,48.39908,13.45272,338.9,-116.0,26.1,32.4,974.221,-135.0,0.0,12.0,48.40153,13.44929,341.5
38854,27.7,38.1,973.207,9.643,12.0,48.39908,13.45272,338.9,-116.0,26.1,32.3,974.306,-135.0,0.0,12.0,48.40153,13.44929,341.5
38854,27.7,38.1,973.198,9.617,12.0,48.39908,13.45272,338.9,-117.0,26.1,32.2,974.359,-135.0,0.0,12.0,48.40153,13.44929,341.5
38854,27.7,38.1,973.228,9.659,12.0,48.39908,13.45272,338.8,-115.0,26.0,32.1,974.38,-135.0,0.0,12.0,48.40153,13.44929,341.7
38855,27.7,38.1,973.215,9.576,12.0,48.39908,13.45272,338.8,-118.0,25.9,32.1,974.389,-135.0,0.0,12.0,48.40153,13.44929,341.7
38855,27.7,38.1,973.207,9.54,12.0,48.39908,13.45272,338.8,-118.0,25.9,32.0,974.34,-135.0,0.0,12.0,48.40153,13.44929,341.7
38855,27.7,38.1,973.223,9.624,12.0,48.39908,13.45272,339.0,-120.0,26.0,32.1,974.369,-135.0,0.0,12.0,48.40153,13.44929,342.0
38856,27.7,38.1,973.195,9.624,12.0,48.39908,13.45272,339.0,-120.0,26.0,32.1,974.417,-135.0,0.0,12.0,48.40153,13.44929,342.0
38856,27.7,38.1,973.181,9.628,12.0,48.39908,NaN,-10.7,259.0,32.1,97435.3,-1.35,0.0,12.0,4840153.0,13.44929,0.0342,342.0
38856,27.7,38.1,973.19,9.643,12.0,48.39908,13.45272,339.0,-119.0,25.9,32.2,974.322,-135.0,0.0,12.0,48.40153,13.44929,342.0
38857,27.7,38.1,973.186,9.635,12.0,48.39908,13.45272,339.0,-117.0,25.9,32.2,974.38,-135.0,0.0,12.0,48.40153,13.44929,342.0
38857,27.7,38.1,973.17,9.586,12.0,48.39908,13.45272,339.0,-118.0,25.9,32.2,974.39,-135.0,0.0,12.0,48.40153,13.44929,342.0
38857,27.7,38.1,973.146,9.628,12.0,48.39909,13.45272,339.0,-119.0,25.9,32.3,974.305,-135.0,0.0,12.0,48.40153,13.44929,342.4
38858,27.7,38.1,973.188,9.655,12.0,48.39909,13.45272,339.0,-117.0,25.9,32.3,974.349,-135.0,0.0,12.0,48.40153,13.44929,342.4
38858,27.7,38.1,973.195,9.647,12.0,48.39909,13.45272,339.0,-116.0,25.9,32.4,974.275,-135.0,0.0,12.0,48.40153,13.44929,342.4
38858,27.7,38.1,973.179,9.639,12.0,48.39909,13.45272,338.9,-115.0,25.9,32.5,974.328,-135.0,0.0,12.0,48.40153,13.44929,342.4
38859,27.7,38.1,973.201,9.677,12.0,48.39909,13.45272,338.9,-115.0,25.9,32.5,974.247,-135.0,0.0,12.0,48.40153,13.44929,342.4
38859,27.7,38.1,973.239,9.673,12.0,48.99909,NaN,-11.7,259.0,32.4,97422.1,-1.35,0.0,12.0,4840153.0,13.44929,0.03424,342.4
38859,NaN,962.4,0.012,4839.909,1345271.0,0.03385,-0.00121,25.9,323.0,97431.8,-135.0,0.0,1.2,4840153.0,1344929.0,0.03426,0.03424,342.4
38860,27.7,38.1,973.174,9.631,12.0,48.39909,13.45271,338.5,-121.0,25.9,32.3,974.309,-135.0,0.0,12.0,48.40153,13.44929,342.6
38860,27.7,38.1,973.213,9.666,12.0,48.39909,13.45271,338.5,-120.0,25.9,32.4,974.335,-135.0,0.0,12.0,48.40153,13.44929,342.6
38860,27.7,38.1,973.209,9.631,NaN,13.45271,0.03384,-11.4,259.0,32.5,97427.5,-1.35,0.0,12.0,4840153.0,13.44929,0.03427,342.6
38861,27.7,38.1,973.209,9.643,12.0,48.39909,13.45271,338.4,-117.0,26.0,32.7,974.311,-135.0,0.0,12.0,48.40153,13.44929,342.7
38861,27.7,38.1,973.195,9.681,12.0,48.39909,13.45271,338.4,-117.0,25.9,32.8,974.384,-135.0,0.0,12.0,48.40153,13.44929,342.7
38861,27.7,38.1,973.166,9.631,12.0,48.39909,NaN,-10.7,259.0,33.0,97433.4,-1.35,0.0,12.0,4840153.0,13.44929,0.03423,342.7
38862,27.7,38.1,973.187,9.635,12.0,48.39909,13.45272,338.7,-117.0,26.0,33.1,974.332,-135.0,0.0,12.0,48.40153,13.44929,342.3
38862,27.7,38.1,973.198,9.635,12.0,48.39909,13.45272,338.7,-115.0,26.0,33.2,974.298,-135.0,0.0,12.0,48.40153,13.44929,342.3
38862,27.7,38.1,973.199,9.593,12.0,48.39909,13.45272,338.8,-116.0,26.0,33.2,974.331,-135.0,0.0,12.0,48.40153,13.44929,342.4
38863,27.7,38.1,973.208,9.65,12.0,48.39909,13.45272,338.8,-116.0,26.0,33.2,974.333,-135.0,0.0,12.0,48.40153,13.44929,342.4
38863,27.7,38.1,973.225,9.624,12.0,48.39909,13.45272,338.8,-112.0,26.0,33.1,974.398,-135.0,0.0,12.0,48.40153,13.44929,342.4
38863,27.7,38.1,973.224,9.67,12.0,48.39909,13.45272,338.8,-116.0,25.9,32.9,974.393,-135.0,0.0,12.0,48.40153,13.44929,342.4
38864,27.7,38.1,973.243,9.647,12.0,48.39909,13.45272,338.8,-116.0,25.9,32.8,974.375,-135.0,0.0,12.0,48.40153,13.44929,342.4
38864,27.7,38.1,973.208,9.62,12.0,48.39909,13.45272,338.8,-117.0,25.9,32.8,974.331,-135.0,0.0,12.0,48.40153,13.44929,342.4
38864,27.7,38.1,973.231,9.67,12.0,48.39909,13.45272,338.6,-117.0,25.9,32.7,974.389,-135.0,0.0,12.0,48.40153,13.44929,342.5
38865,27.7,38.1,973.22,9.62,12.0,48.39909,13.45272,338.6,-117.0,25.9,32.4,974.374,-135.0,0.0,12.0,48.40153,13.44929,342.5
38865,27.7,38.1,973.224,9.617,12.0,48.39909,13.45272,338.6,-117.0,25.8,32.3,974.377,-135.0,0.0,12.0,48.40153,13.44929,342.5
38865,27.7,38.1,973.212,9.621,12.0,48.39909,13.45272,338.3,-117.0,25.8,32.2,974.357,-135.0,0.0,12.0,48.40153,13.44929,342.7
38866,27.7,38.1,973.258,9.64,12.0,48.39909,13.45272,338.3,-115.0,25.8,32.3,974.359,-135.0,0.0,12.0,48.40153,13.44929,342.7
38866,27.7,38.1,973.206,9.628,12.0,48.39909,13.45272,338.3,-117.0,25.8,32.3,974.315,-135.0,0.0,12.0,48.40153,13.44929,342.7
38866,27.7,38.1,973.231,9.643,12.0,48.39909,13.45272,338.1,-112.0,25.8,32.3,974.324,-135.0,0.0,12.0,48.40153,13.44929,343.1
38867,27.7,38.1,973.208,9.605,12.0,48.39909,13.45272,338.1,-117.0,25.8,32.4,974.383,-135.0,0.0,12.0,48.40153,13.44929,343.1
38867,27.7,38.1,973.243,9.618,12.0,48.39909,13.45272,338.1,-117.0,25.8,32.2,974.386,-135.0,0.0,12.0,48.40153,13.44929,343.1
38867,27.7,38.1,973.226,9.6,12.0,48.39909,13.45272,338.1,-117.0,25.8,32.1,974.314,-135.0,0.0,12.0,48.40153,13.44929,343.1
38868,27.7,38.1,973.201,9.655,12.0,48.39909,13.45272,338.1,-116.0,25.8,32.0,974.328,-135.0,0.0,12.0,48.40153,13.44929,343.1
38868,27.7,38.1,973.217,9.586,12.0,48.39909,13.45272,338.1,-117.0,25.8,31.9,974.325,-135.0,0.0,12.0,48.40153,13.44929,343.1
38868,27.7,38.1,973.224,9.639,12.0,48.39908,13.45272,338.3,-118.0,25.8,31.9,974.353,-135.0,0.0,12.0,48.40153,13.44929,343.1
38869,27.7,38.1,973.22,9.597,12.0,48.39908,13.45272,338.3,-118.0,25.8,31.9,974.325,-135.0,0.0,12.0,48.40153,13.44929,343.1
38869,27.7,38.1,973.241,NaN,NaN,13.45272,0.03383,-11.7,259.0,31.9,97436.8,-1.35,0.0,12.0,4840153.0,13.44929,0.03431,343.1
38870,27.7,38.1,973.214,9.624,12.0,48.39908,13.45272,338.3,-118.0,25.9,31.9,974.347,-135.0,0.0,12.0,48.40153,13.44929,343.1
38870,27.7,38.1,973.27,9.655,12.0,NaN,13.45272,338.3,-118.0,25.9,31.9,974.347,-135.0,0.0,12.0,48.40153,13.44929,343.1
38870,NaN,338.3,-0.115,0.259,319.0,9.74364,-0.0135,0.0,12.0,484015.3,134492.9,3.431,-135.0,0.0,12.0,48.40153,13.44929,343.1
38870,27.7,38.1,973.265,9.597,12.0,48.39908,13.45272,338.2,-116.0,25.9,31.8,974.331,-135.0,0.0,12.0,48.40153,13.44929,343.2
38871,27.7,38.1,973.253,9.62,12.0,48.39908,13.45272,338.2,-117.0,25.9,31.7,974.388,-135.0,0.0,12.0,48.40153,13.44929,343.2
38871,27.7,38.1,973.232,9.597,12.0,48.39908,13.45272,338.2,-117.0,25.8,31.6,974.359,-135.0,0.0,12.0,48.40153,13.44929,343.2
38871,27.7,38.1,973.247,9.608,12.0,48.39908,13.45272,338.1,-117.0,25.8,31.5,974.349,-135.0,0.0,12.0,48.40153,13.44929,343.4
38872,27.7,38.1,973.226,9.693,12.0,48.39908,13.45272,338.1,-117.0,25.8,31.5,974.312,-135.0,0.0,12.0,48.40153,13.44929,343.4
38872,27.7,38.1,973.264,9.617,12.0,48.39908,13.45272,338.1,-117.0,25.8,31.5,974.32,-135.0,0.0,12.0,48.40153,13.44929,343.4
38872,27.7,38.1,973.247,9.645,12.0,48.39908,13.45272,338.0,-117.0,25.8,31.5,974.335,-135.0,0.0,12.0,48.40153,13.44929,343.7
38873,27.7,38.1,973.252,9.643,12.0,48.39908,13.45272,338.0,-118.0,25.8,31.6,974.292,-135.0,0.0,12.0,48.40153,13.44929,343.7
38873,27.7,38.1,973.255,9.642,12.0,48.39908,13.45272,338.0,-119.0,25.9,31.7,974.302,-135.0,0.0,12.0,48.40153,13.44929,343.7
38873,27.7,38.1,973.243,9.677,12.0,48.39908,13.45272,337.8,-118.0,25.9,31.8,974.308,-135.0,0.0,12.0,48.40153,13.44929,343.8
38874,27.7,38.1,973.233,9.625,12.0,48.39908,13.45272,337.8,-119.0,25.9,31.8,974.314,-135.0,0.0,12.0,48.40153,13.44929,343.8
38874,27.7,38.1,973.232,9.69,12.0,48.39908,13.45272,337.8,-118.0,25.9,31.9,974.293,-135.0,0.0,12.0,48.40153,13.44929,343.8
38875,27.7,38.1,973.187,9.674,12.0,48.39908,13.45272,337.7,-118.0,26.0,31.9,974.304,-135.0,0.0,12.0,48.40153,13.44929,343.9
38875,27.7,38.1,973.182,9.647,12.0,48.39908,13.45271,337.4,-118.0,26.0,32.0,974.296,-135.0,0.0,12.0,48.40153,13.44929,344.0
38876,27.7,38.1,973.13,9.639,12.0,48.39908,13.45271,337.4,-118.0,26.1,32.1,974.295,-135.0,0.0,12.0,48.40153,13.44929,344.0
38876,27.7,38.1,973.171,9.631,12.0,48.39908,13.45271,337.2,-118.0,26.1,32.0,974.304,-135.0,0.0,12.0,48.40153,13.44929,344.0
38877,27.7,38.1,973.175,9.65,12.0,48.39908,13.45271,337.2,-118.0,26.2,31.9,974.293,-135.0,0.0,12.0,48.40153,13.44929,344.0
38877,27.7,38.1,973.16,9.628,12.0,48.39908,13.45271,337.2,-118.0,26.2,31.8,974.284,-135.0,0.0,12.0,48.40153,13.44929,344.0
38877,27.7,38.1,973.196,9.658,12.0,48.39908,13.45271,336.9,-117.0,26.2,31.7,974.307,-135.0,0.0,12.0,48.40153,13.44929,343.8
38878,27.7,38.1,973.16,9.625,12.0,48.39908,13.45271,336.9,-117.0,26.2,31.7,974.29,-135.0,0.0,12.0,48.40153,13.44929,343.8
38878,27.7,38.1,973.198,9.643,12.0,48.39908,13.45271,336.9,-118.0,26.3,31.7,974.299,-135.0,0.0,12.0,48.40153,13.44929,343.8
